transaction_id,date,product_id,store_id,units_sold,sales_revenue
T000562,2024-02-28,P006,S01,20,417.40000000000003
T000563,2024-02-28,P003,S01,23,6022.780000000001
T000564,2024-02-28,P008,S01,18,4540.5
T000565,2024-02-28,P007,S01,20,5828.400000000001
T000566,2024-02-28,P007,S02,19,5536.9800000000005
T000567,2024-02-28,P005,S02,15,3252.0
T000568,2024-02-28,P009,S02,19,1434.8799999999999
T000569,2024-02-28,P003,S02,28,7332.08
T000570,2024-02-28,P009,S03,20,1510.3999999999999
T000571,2024-02-29,P009,S01,24,1812.48
T000572,2024-02-29,P009,S02,22,1661.4399999999998
T000573,2024-02-29,P009,S03,26,1963.52
T000574,2024-02-29,P004,S02,18,3353.7599999999998
T000575,2024-02-29,P002,S03,16,504.8
T000576,2024-02-29,P008,S03,17,4288.25
T000577,2024-02-29,P009,S03,23,1736.9599999999998
T000578,2024-02-29,P004,S02,19,3540.08
T000579,2024-02-29,P007,S03,21,6119.820000000001
T000580,2024-02-29,P002,S02,17,536.35
T000581,2024-02-29,P002,S01,17,536.35
T000582,2024-02-29,P009,S03,24,1812.48
T000583,2024-02-29,P002,S02,14,441.7
T000584,2024-03-01,P001,S03,4,237.84
T000585,2024-03-01,P009,S01,23,1736.9599999999998
T000586,2024-03-01,P004,S03,17,3167.44
T000587,2024-03-01,P003,S02,19,4975.34
T000588,2024-03-01,P004,S02,19,3540.08
T000589,2024-03-01,P006,S01,22,459.14000000000004
T000590,2024-03-02,P007,S02,18,5245.56
T000591,2024-03-02,P005,S01,14,3035.2000000000003
T000592,2024-03-02,P006,S02,23,480.01000000000005
T000593,2024-03-02,P004,S02,29,5403.28
T000594,2024-03-02,P010,S03,17,1135.9399999999998
T000595,2024-03-02,P003,S03,26,6808.360000000001
T000596,2024-03-02,P001,S01,8,475.68
T000597,2024-03-02,P005,S02,18,3902.4
T000598,2024-03-02,P004,S02,24,4471.68
T000599,2024-03-03,P010,S01,19,1269.58
T000600,2024-03-03,P010,S03,16,1069.12
T000601,2024-03-03,P010,S02,16,1069.12
T000602,2024-03-03,P009,S02,24,1812.48
T000603,2024-03-03,P003,S03,26,6808.360000000001
T000604,2024-03-03,P008,S01,19,4792.75
T000605,2024-03-03,P004,S02,27,5030.639999999999
T000606,2024-03-03,P006,S03,22,459.14000000000004
T000607,2024-03-03,P004,S03,22,4099.04
T000608,2024-03-03,P003,S03,31,8117.660000000001
T000609,2024-03-03,P005,S02,19,4119.2
T000610,2024-03-04,P006,S01,19,396.53000000000003
T000611,2024-03-04,P004,S01,17,3167.44
T000612,2024-03-04,P010,S02,16,1069.12
T000613,2024-03-04,P003,S01,22,5760.92
T000614,2024-03-04,P004,S03,23,4285.36
T000615,2024-03-04,P008,S02,19,4792.75
T000616,2024-03-04,P010,S01,15,1002.3
T000617,2024-03-04,P005,S01,16,3468.8
T000618,2024-03-05,P005,S02,15,3252.0
T000619,2024-03-05,P009,S03,22,1661.4399999999998
T000620,2024-03-05,P001,S02,4,237.84
T000621,2024-03-05,P003,S02,25,6546.5
T000622,2024-03-05,P001,S02,2,118.92
T000623,2024-03-05,P001,S02,7,416.22
T000624,2024-03-05,P002,S01,14,441.7
T000625,2024-03-05,P009,S01,27,2039.04
T000626,2024-03-05,P010,S02,17,1135.9399999999998
T000627,2024-03-05,P001,S02,5,297.3
T000628,2024-03-06,P005,S02,12,2601.6000000000004
T000629,2024-03-06,P008,S02,19,4792.75
T000630,2024-03-06,P005,S02,12,2601.6000000000004
T000631,2024-03-06,P007,S02,21,6119.820000000001
T000632,2024-03-06,P009,S01,23,1736.9599999999998
T000633,2024-03-06,P003,S03,22,5760.92
T000634,2024-03-06,P003,S01,24,6284.64
T000635,2024-03-06,P003,S02,25,6546.5
T000636,2024-03-06,P008,S01,17,4288.25
T000637,2024-03-06,P010,S02,15,1002.3
T000638,2024-03-06,P003,S01,22,5760.92
T000639,2024-03-06,P003,S02,21,5499.06
T000640,2024-03-06,P003,S02,26,6808.360000000001
T000641,2024-03-06,P008,S02,19,4792.75
T000642,2024-03-07,P001,S03,7,416.22
T000643,2024-03-07,P004,S02,19,3540.08
T000644,2024-03-07,P001,S01,6,356.76
T000645,2024-03-07,P005,S01,13,2818.4
T000646,2024-03-07,P002,S02,11,347.05
T000647,2024-03-07,P003,S03,26,6808.360000000001
T000648,2024-03-08,P001,S03,7,416.22
T000649,2024-03-08,P003,S01,22,5760.92
T000650,2024-03-08,P001,S01,2,118.92
T000651,2024-03-08,P006,S01,20,417.40000000000003
T000652,2024-03-08,P009,S02,26,1963.52
T000653,2024-03-08,P009,S03,21,1585.9199999999998
T000654,2024-03-08,P008,S03,18,4540.5
T000655,2024-03-08,P004,S01,21,3912.72
T000656,2024-03-08,P008,S01,19,4792.75
T000657,2024-03-09,P006,S01,22,459.14000000000004
T000658,2024-03-09,P001,S03,2,118.92
T000659,2024-03-09,P010,S01,19,1269.58
T000660,2024-03-09,P006,S01,23,480.01000000000005
T000661,2024-03-09,P002,S03,18,567.9
T000662,2024-03-09,P005,S02,17,3685.6000000000004
T000663,2024-03-09,P007,S01,24,6994.08
T000664,2024-03-09,P001,S01,5,297.3
T000665,2024-03-09,P004,S02,26,4844.32
T000666,2024-03-09,P004,S01,28,5216.96
T000667,2024-03-09,P010,S01,19,1269.58
T000668,2024-03-10,P010,S01,20,1336.3999999999999
T000669,2024-03-10,P006,S01,22,459.14000000000004
T000670,2024-03-10,P007,S03,22,6411.240000000001
T000671,2024-03-10,P002,S01,15,473.25
T000672,2024-03-10,P004,S02,26,4844.32
T000673,2024-03-10,P008,S02,21,5297.25
T000674,2024-03-11,P005,S02,23,4986.400000000001
T000675,2024-03-11,P009,S01,20,1510.3999999999999
T000676,2024-03-11,P002,S02,17,536.35
T000677,2024-03-11,P001,S02,9,535.14
T000678,2024-03-11,P002,S03,12,378.6
T000679,2024-03-11,P001,S02,8,475.68
T000680,2024-03-11,P009,S01,21,1585.9199999999998
T000681,2024-03-11,P006,S02,19,396.53000000000003
T000682,2024-03-11,P001,S01,2,118.92
T000683,2024-03-11,P007,S01,16,4662.72
T000684,2024-03-12,P006,S02,20,417.40000000000003
T000685,2024-03-12,P009,S01,23,1736.9599999999998
T000686,2024-03-12,P004,S03,19,3540.08
T000687,2024-03-12,P001,S01,4,237.84
T000688,2024-03-12,P005,S01,20,4336.0
T000689,2024-03-12,P008,S02,20,5045.0
T000690,2024-03-12,P002,S01,17,536.35
T000691,2024-03-13,P003,S02,16,4189.76
T000692,2024-03-13,P008,S01,15,3783.75
T000693,2024-03-13,P002,S02,17,536.35
T000694,2024-03-13,P010,S02,12,801.8399999999999
T000695,2024-03-13,P004,S01,21,3912.72
T000696,2024-03-13,P008,S02,18,4540.5
T000697,2024-03-13,P006,S02,17,354.79
T000698,2024-03-13,P009,S02,23,1736.9599999999998
T000699,2024-03-13,P009,S01,25,1888.0
T000700,2024-03-13,P008,S01,16,4036.0
T000701,2024-03-14,P009,S02,23,1736.9599999999998
T000702,2024-03-14,P007,S03,22,6411.240000000001
T000703,2024-03-14,P003,S02,19,4975.34
T000704,2024-03-14,P008,S01,20,5045.0
T000705,2024-03-14,P002,S01,15,473.25
T000706,2024-03-14,P009,S02,23,1736.9599999999998
T000707,2024-03-14,P007,S02,19,5536.9800000000005
T000708,2024-03-14,P003,S03,18,4713.4800000000005
T000709,2024-03-14,P005,S02,22,4769.6
T000710,2024-03-15,P009,S03,24,1812.48
T000711,2024-03-15,P005,S02,21,4552.8
T000712,2024-03-15,P008,S03,18,4540.5
T000713,2024-03-15,P008,S01,18,4540.5
T000714,2024-03-15,P002,S02,16,504.8
T000715,2024-03-15,P002,S01,14,441.7
T000716,2024-03-15,P005,S03,21,4552.8
T000717,2024-03-15,P007,S02,20,5828.400000000001
T000718,2024-03-15,P005,S01,19,4119.2
T000719,2024-03-15,P006,S02,20,417.40000000000003
T000720,2024-03-15,P003,S02,14,3666.04
T000721,2024-03-15,P007,S02,20,5828.400000000001
T000722,2024-03-15,P008,S02,21,5297.25
T000723,2024-03-15,P005,S02,19,4119.2
T000724,2024-03-16,P003,S03,17,4451.62
T000725,2024-03-16,P005,S01,23,4986.400000000001
T000726,2024-03-16,P009,S03,25,1888.0
T000727,2024-03-16,P010,S02,19,1269.58
T000728,2024-03-16,P009,S01,25,1888.0
T000729,2024-03-17,P004,S02,27,5030.639999999999
T000730,2024-03-17,P005,S02,25,5420.0
T000731,2024-03-17,P008,S01,18,4540.5
T000732,2024-03-17,P009,S01,26,1963.52
T000733,2024-03-17,P001,S01,7,416.22
T000734,2024-03-17,P007,S01,21,6119.820000000001
T000735,2024-03-18,P002,S01,16,504.8
T000736,2024-03-18,P003,S02,15,3927.9
T000737,2024-03-18,P009,S02,19,1434.8799999999999
T000738,2024-03-18,P005,S03,20,4336.0
T000739,2024-03-18,P003,S02,15,3927.9
T000740,2024-03-18,P004,S02,20,3726.3999999999996
T000741,2024-03-18,P004,S03,21,3912.72
T000742,2024-03-18,P008,S01,16,4036.0
T000743,2024-03-18,P001,S02,3,178.38
T000744,2024-03-19,P004,S02,19,3540.08
T000745,2024-03-19,P007,S01,21,6119.820000000001
T000746,2024-03-19,P007,S03,17,4954.14
T000747,2024-03-19,P001,S03,1,59.46
T000748,2024-03-19,P002,S03,18,567.9
T000749,2024-03-19,P004,S03,16,2981.12
T000750,2024-03-19,P005,S01,25,5420.0
T000751,2024-03-19,P004,S03,19,3540.08
T000752,2024-03-19,P004,S01,21,3912.72
T000753,2024-03-19,P007,S03,21,6119.820000000001
T000754,2024-03-19,P003,S02,15,3927.9
T000755,2024-03-19,P003,S01,13,3404.1800000000003
T000756,2024-03-19,P004,S03,17,3167.44
T000757,2024-03-19,P004,S03,16,2981.12
T000758,2024-03-20,P004,S01,22,4099.04
T000759,2024-03-20,P005,S02,19,4119.2
T000760,2024-03-20,P007,S01,18,5245.56
T000761,2024-03-20,P005,S01,18,3902.4
T000762,2024-03-20,P005,S02,19,4119.2
T000763,2024-03-20,P010,S02,15,1002.3
T000764,2024-03-20,P009,S02,23,1736.9599999999998
T000765,2024-03-20,P007,S03,18,5245.56
T000766,2024-03-20,P005,S03,22,4769.6
T000767,2024-03-21,P002,S02,18,567.9
T000768,2024-03-21,P001,S03,3,178.38
T000769,2024-03-21,P006,S02,18,375.66
T000770,2024-03-21,P002,S03,16,504.8
T000771,2024-03-21,P010,S02,15,1002.3
T000772,2024-03-22,P002,S01,16,504.8
T000773,2024-03-22,P005,S02,21,4552.8
T000774,2024-03-22,P003,S02,17,4451.62
T000775,2024-03-22,P007,S03,21,6119.820000000001
T000776,2024-03-22,P009,S03,24,1812.48
T000777,2024-03-22,P004,S02,19,3540.08
T000778,2024-03-22,P001,S01,2,118.92
T000779,2024-03-22,P003,S02,14,3666.04
T000780,2024-03-22,P010,S02,17,1135.9399999999998
T000781,2024-03-22,P001,S03,2,118.92
T000782,2024-03-22,P001,S01,1,59.46
T000783,2024-03-23,P007,S03,24,6994.08
T000784,2024-03-23,P001,S01,6,356.76
T000785,2024-03-23,P007,S01,22,6411.240000000001
T000786,2024-03-23,P006,S03,25,521.75
T000787,2024-03-23,P002,S01,17,536.35
T000788,2024-03-23,P003,S03,19,4975.34
T000789,2024-03-23,P006,S02,22,459.14000000000004
T000790,2024-03-24,P006,S03,23,480.01000000000005
T000791,2024-03-24,P003,S02,19,4975.34
T000792,2024-03-24,P007,S01,20,5828.400000000001
T000793,2024-03-24,P005,S01,13,2818.4
T000794,2024-03-24,P005,S03,15,3252.0
T000795,2024-03-24,P001,S02,9,535.14
T000796,2024-03-24,P005,S02,15,3252.0
T000797,2024-03-24,P006,S03,28,584.36
T000798,2024-03-24,P006,S02,21,438.27000000000004
T000799,2024-03-24,P004,S03,26,4844.32
T000800,2024-03-25,P002,S02,14,441.7
T000801,2024-03-25,P010,S03,19,1269.58
T000802,2024-03-25,P006,S01,16,333.92
T000803,2024-03-25,P006,S03,19,396.53000000000003
T000804,2024-03-25,P006,S02,19,396.53000000000003
T000805,2024-03-25,P008,S02,21,5297.25
T000806,2024-03-25,P008,S01,17,4288.25
T000807,2024-03-26,P010,S03,14,935.4799999999999
T000808,2024-03-26,P009,S02,24,1812.48
T000809,2024-03-26,P008,S02,18,4540.5
T000810,2024-03-26,P010,S03,15,1002.3
T000811,2024-03-26,P005,S01,18,3902.4
T000812,2024-03-26,P002,S02,17,536.35
T000813,2024-03-26,P010,S01,14,935.4799999999999
T000814,2024-03-26,P002,S03,14,441.7
T000815,2024-03-26,P004,S01,21,3912.72
T000816,2024-03-26,P010,S03,15,1002.3
T000817,2024-03-27,P005,S01,13,2818.4
T000818,2024-03-27,P004,S03,23,4285.36
T000819,2024-03-27,P001,S01,4,237.84
T000820,2024-03-27,P005,S01,10,2168.0
T000821,2024-03-27,P006,S01,18,375.66
T000822,2024-03-27,P003,S02,23,6022.780000000001
T000823,2024-03-28,P007,S01,22,6411.240000000001
T000824,2024-03-28,P002,S03,12,378.6
T000825,2024-03-28,P010,S01,18,1202.7599999999998
T000826,2024-03-28,P004,S03,19,3540.08
T000827,2024-03-28,P002,S03,13,410.15000000000003
T000828,2024-03-28,P007,S01,19,5536.9800000000005
T000829,2024-03-28,P007,S02,16,4662.72
T000830,2024-03-28,P009,S02,22,1661.4399999999998
T000831,2024-03-28,P009,S03,22,1661.4399999999998
T000832,2024-03-29,P004,S03,19,3540.08
T000833,2024-03-29,P008,S02,14,3531.5
T000834,2024-03-29,P005,S02,11,2384.8
T000835,2024-03-29,P007,S02,17,4954.14
T000836,2024-03-29,P005,S01,16,3468.8
T000837,2024-03-29,P001,S03,5,297.3
T000838,2024-03-29,P007,S02,20,5828.400000000001
T000839,2024-03-29,P009,S02,22,1661.4399999999998
T000840,2024-03-29,P006,S01,17,354.79
T000841,2024-03-29,P007,S03,18,5245.56
T000842,2024-03-29,P006,S02,18,375.66
T000843,2024-03-30,P005,S01,14,3035.2000000000003
T000844,2024-03-30,P001,S01,5,297.3
T000845,2024-03-30,P007,S02,19,5536.9800000000005
T000846,2024-03-30,P006,S03,22,459.14000000000004
T000847,2024-03-30,P008,S01,24,6054.0
T000848,2024-03-30,P003,S02,27,7070.22
T000849,2024-03-30,P004,S01,23,4285.36
T000850,2024-03-30,P003,S01,29,7593.9400000000005
T000851,2024-03-30,P004,S01,24,4471.68
T000852,2024-03-30,P008,S03,18,4540.5
T000853,2024-03-31,P004,S01,38,7080.16
T000854,2024-03-31,P009,S02,40,3020.7999999999997
T000855,2024-03-31,P001,S01,6,356.76
T000856,2024-03-31,P001,S01,9,535.14
T000857,2024-03-31,P004,S02,41,7639.12
T000858,2024-04-01,P007,S02,22,6411.240000000001
T000859,2024-04-01,P006,S01,23,480.01000000000005
T000860,2024-04-01,P009,S01,23,1736.9599999999998
T000861,2024-04-01,P003,S03,23,6022.780000000001
T000862,2024-04-01,P009,S02,19,1434.8799999999999
T000863,2024-04-01,P007,S01,23,6702.660000000001
T000864,2024-04-01,P010,S02,15,1002.3
T000865,2024-04-01,P009,S03,24,1812.48
T000866,2024-04-01,P002,S02,14,441.7
T000867,2024-04-01,P002,S01,20,631.0
T000868,2024-04-01,P007,S01,20,5828.400000000001
T000869,2024-04-01,P004,S03,20,3726.3999999999996
T000870,2024-04-01,P004,S02,21,3912.72
T000871,2024-04-01,P010,S02,12,801.8399999999999
T000872,2024-04-02,P005,S02,12,2601.6000000000004
T000873,2024-04-02,P009,S03,25,1888.0
T000874,2024-04-02,P008,S01,14,3531.5
T000875,2024-04-02,P004,S01,21,3912.72
T000876,2024-04-02,P005,S02,14,3035.2000000000003
T000877,2024-04-03,P002,S01,17,536.35
T000878,2024-04-03,P002,S02,17,536.35
T000879,2024-04-03,P010,S01,15,1002.3
T000880,2024-04-03,P007,S03,17,4954.14
T000881,2024-04-03,P006,S02,22,459.14000000000004
T000882,2024-04-03,P010,S01,15,1002.3
T000883,2024-04-03,P010,S03,16,1069.12
T000884,2024-04-04,P005,S01,16,3468.8
T000885,2024-04-04,P003,S03,16,4189.76
T000886,2024-04-04,P004,S03,19,3540.08
T000887,2024-04-04,P006,S03,20,417.40000000000003
T000888,2024-04-04,P001,S01,7,416.22
T000889,2024-04-04,P005,S03,13,2818.4
T000890,2024-04-04,P003,S03,19,4975.34
T000891,2024-04-05,P005,S03,13,2818.4
T000892,2024-04-05,P006,S03,19,396.53000000000003
T000893,2024-04-05,P007,S02,18,5245.56
T000894,2024-04-05,P005,S01,12,2601.6000000000004
T000895,2024-04-05,P008,S01,17,4288.25
T000896,2024-04-05,P010,S03,16,1069.12
T000897,2024-04-05,P004,S02,19,3540.08
T000898,2024-04-05,P009,S03,25,1888.0
T000899,2024-04-05,P002,S02,15,473.25
T000900,2024-04-05,P006,S03,20,417.40000000000003
T000901,2024-04-05,P008,S01,21,5297.25
T000902,2024-04-05,P010,S03,20,1336.3999999999999
T000903,2024-04-05,P007,S03,17,4954.14
T000904,2024-04-05,P006,S01,17,354.79
T000905,2024-04-06,P007,S02,22,6411.240000000001
T000906,2024-04-06,P005,S03,15,3252.0
T000907,2024-04-06,P005,S03,17,3685.6000000000004
T000908,2024-04-06,P005,S02,18,3902.4
T000909,2024-04-06,P010,S03,19,1269.58
T000910,2024-04-06,P006,S03,25,521.75
T000911,2024-04-06,P009,S02,23,1736.9599999999998
T000912,2024-04-06,P003,S01,15,3927.9
T000913,2024-04-07,P008,S01,22,5549.5
T000914,2024-04-07,P003,S01,16,4189.76
T000915,2024-04-07,P004,S01,25,4658.0
T000916,2024-04-07,P003,S02,19,4975.34
T000917,2024-04-07,P007,S03,18,5245.56
T000918,2024-04-08,P003,S01,16,4189.76
T000919,2024-04-08,P004,S01,21,3912.72
T000920,2024-04-08,P001,S03,3,178.38
T000921,2024-04-08,P008,S03,17,4288.25
T000922,2024-04-08,P002,S01,12,378.6
T000923,2024-04-08,P007,S03,20,5828.400000000001
T000924,2024-04-08,P005,S01,12,2601.6000000000004
T000925,2024-04-08,P004,S03,21,3912.72
T000926,2024-04-09,P002,S01,17,536.35
T000927,2024-04-09,P001,S02,2,118.92
T000928,2024-04-09,P006,S03,21,438.27000000000004
T000929,2024-04-09,P004,S01,17,3167.44
T000930,2024-04-09,P005,S03,16,3468.8
T000931,2024-04-09,P007,S03,28,8159.76
T000932,2024-04-09,P006,S03,19,396.53000000000003
T000933,2024-04-09,P004,S01,19,3540.08
T000934,2024-04-09,P002,S02,14,441.7
T000935,2024-04-09,P009,S03,23,1736.9599999999998
T000936,2024-04-09,P007,S02,32,9325.44
T000937,2024-04-09,P010,S02,15,1002.3
T000938,2024-04-09,P008,S03,15,3783.75
T000939,2024-04-09,P010,S02,16,1069.12
T000940,2024-04-10,P007,S02,30,8742.6
T000941,2024-04-10,P009,S03,23,1736.9599999999998
T000942,2024-04-10,P007,S01,29,8451.18
T000943,2024-04-10,P007,S02,30,8742.6
T000944,2024-04-10,P003,S01,14,3666.04
T000945,2024-04-11,P003,S02,14,3666.04
T000946,2024-04-11,P004,S02,23,4285.36
T000947,2024-04-11,P004,S01,23,4285.36
T000948,2024-04-11,P010,S02,16,1069.12
T000949,2024-04-11,P010,S02,14,935.4799999999999
T000950,2024-04-11,P002,S01,16,504.8
T000951,2024-04-11,P007,S03,26,7576.92
T000952,2024-04-11,P003,S02,12,3142.32
T000953,2024-04-11,P010,S02,14,935.4799999999999
T000954,2024-04-11,P007,S02,31,9034.02
T000955,2024-04-11,P008,S01,17,4288.25
T000956,2024-04-12,P004,S01,22,4099.04
T000957,2024-04-12,P002,S01,15,473.25
T000958,2024-04-12,P005,S02,14,3035.2000000000003
T000959,2024-04-12,P006,S01,19,396.53000000000003
T000960,2024-04-12,P009,S01,22,1661.4399999999998
T000961,2024-04-13,P005,S01,18,3902.4
T000962,2024-04-13,P003,S02,20,5237.200000000001
T000963,2024-04-13,P007,S03,32,9325.44
T000964,2024-04-13,P005,S01,17,3685.6000000000004
T000965,2024-04-13,P010,S02,19,1269.58
T000966,2024-04-13,P009,S03,31,2341.12
T000967,2024-04-13,P002,S01,17,536.35
T000968,2024-04-13,P002,S02,21,662.5500000000001
T000969,2024-04-13,P009,S03,26,1963.52
T000970,2024-04-13,P010,S03,16,1069.12
T000971,2024-04-14,P009,S03,30,2265.6
T000972,2024-04-14,P009,S01,26,1963.52
T000973,2024-04-14,P009,S01,26,1963.52
T000974,2024-04-14,P003,S01,15,3927.9
T000975,2024-04-14,P003,S02,20,5237.200000000001
T000976,2024-04-14,P010,S03,18,1202.7599999999998
T000977,2024-04-15,P009,S01,25,1888.0
T000978,2024-04-15,P004,S01,20,3726.3999999999996
T000979,2024-04-15,P008,S02,17,4288.25
T000980,2024-04-15,P010,S02,12,801.8399999999999
T000981,2024-04-15,P005,S01,15,3252.0
T000982,2024-04-16,P001,S03,3,178.38
T000983,2024-04-16,P005,S02,14,3035.2000000000003
T000984,2024-04-16,P006,S03,16,333.92
T000985,2024-04-16,P002,S02,11,347.05
T000986,2024-04-16,P010,S01,13,868.6599999999999
T000987,2024-04-16,P004,S02,23,4285.36
T000988,2024-04-16,P005,S03,14,3035.2000000000003
T000989,2024-04-16,P008,S03,17,4288.25
T000990,2024-04-16,P005,S02,11,2384.8
T000991,2024-04-16,P008,S03,23,5801.75
T000992,2024-04-16,P004,S02,17,3167.44
T000993,2024-04-16,P006,S01,20,417.40000000000003
T000994,2024-04-16,P007,S01,20,5828.400000000001
T000995,2024-04-17,P005,S01,12,2601.6000000000004
T000996,2024-04-17,P006,S03,20,417.40000000000003
T000997,2024-04-17,P005,S01,14,3035.2000000000003
T000998,2024-04-17,P001,S01,5,297.3
T000999,2024-04-17,P001,S02,5,297.3
T001000,2024-04-18,P007,S03,17,4954.14
T001001,2024-04-18,P001,S02,6,356.76
T001002,2024-04-18,P003,S01,16,4189.76
T001003,2024-04-18,P010,S01,16,1069.12
T001004,2024-04-18,P004,S03,22,4099.04
T001005,2024-04-18,P010,S01,18,1202.7599999999998
T001006,2024-04-18,P010,S02,15,1002.3
T001007,2024-04-18,P009,S01,20,1510.3999999999999
T001008,2024-04-18,P005,S03,11,2384.8
T001009,2024-04-18,P008,S02,21,5297.25
T001010,2024-04-18,P007,S02,20,5828.400000000001
T001011,2024-04-18,P007,S02,21,6119.820000000001
T001012,2024-04-18,P007,S02,19,5536.9800000000005
T001013,2024-04-19,P009,S03,24,1812.48
T001014,2024-04-19,P002,S03,17,536.35
T001015,2024-04-19,P007,S03,18,5245.56
T001016,2024-04-19,P004,S01,18,3353.7599999999998
T001017,2024-04-19,P009,S02,20,1510.3999999999999
T001018,2024-04-19,P005,S01,12,2601.6000000000004
T001019,2024-04-19,P008,S01,16,4036.0
T001020,2024-04-19,P007,S01,17,4954.14
T001021,2024-04-19,P005,S02,11,2384.8
T001022,2024-04-19,P010,S02,15,1002.3
T001023,2024-04-19,P005,S02,13,2818.4
T001024,2024-04-20,P008,S02,22,5549.5
T001025,2024-04-20,P002,S02,17,536.35
T001026,2024-04-20,P004,S03,28,5216.96
T001027,2024-04-20,P001,S03,6,356.76
T001028,2024-04-20,P008,S01,21,5297.25
T001029,2024-04-20,P004,S02,26,4844.32
T001030,2024-04-20,P009,S01,26,1963.52
T001031,2024-04-20,P002,S01,16,504.8
T001032,2024-04-20,P003,S02,19,4975.34
T001033,2024-04-20,P004,S02,24,4471.68
T001034,2024-04-20,P008,S01,20,5045.0
T001035,2024-04-20,P007,S03,22,6411.240000000001
T001036,2024-04-20,P005,S02,17,3685.6000000000004
T001037,2024-04-20,P009,S01,31,2341.12
T001038,2024-04-21,P008,S02,23,5801.75
T001039,2024-04-21,P002,S02,16,504.8
T001040,2024-04-21,P003,S03,22,5760.92
T001041,2024-04-21,P008,S01,20,5045.0
T001042,2024-04-21,P007,S02,22,6411.240000000001
T001043,2024-04-21,P005,S01,16,3468.8
T001044,2024-04-21,P003,S02,19,4975.34
T001045,2024-04-21,P004,S03,26,4844.32
T001046,2024-04-22,P010,S03,13,868.6599999999999
T001047,2024-04-22,P007,S01,20,5828.400000000001
T001048,2024-04-22,P002,S02,11,347.05
T001049,2024-04-22,P004,S01,19,3540.08
T001050,2024-04-22,P009,S03,21,1585.9199999999998
T001051,2024-04-22,P008,S03,21,5297.25
T001052,2024-04-22,P008,S01,19,4792.75
T001053,2024-04-22,P010,S02,18,1202.7599999999998
T001054,2024-04-22,P009,S03,22,1661.4399999999998
T001055,2024-04-23,P008,S01,20,5045.0
T001056,2024-04-23,P005,S03,8,1734.4
T001057,2024-04-23,P005,S03,15,3252.0
T001058,2024-04-23,P004,S03,24,4471.68
T001059,2024-04-23,P010,S03,16,1069.12
T001060,2024-04-23,P001,S01,4,237.84
T001061,2024-04-24,P007,S03,18,5245.56
T001062,2024-04-24,P002,S03,15,473.25
T001063,2024-04-24,P003,S02,18,4713.4800000000005
T001064,2024-04-24,P009,S03,23,1736.9599999999998
T001065,2024-04-24,P004,S03,20,3726.3999999999996
T001066,2024-04-24,P010,S03,12,801.8399999999999
T001067,2024-04-24,P004,S01,20,3726.3999999999996
T001068,2024-04-25,P003,S01,14,3666.04
T001069,2024-04-25,P010,S01,13,868.6599999999999
T001070,2024-04-25,P008,S03,18,4540.5
T001071,2024-04-25,P002,S02,18,567.9
T001072,2024-04-25,P006,S03,21,438.27000000000004
T001073,2024-04-25,P001,S03,8,475.68
T001074,2024-04-25,P002,S01,15,473.25
T001075,2024-04-25,P003,S01,17,4451.62
T001076,2024-04-25,P005,S01,23,4986.400000000001
T001077,2024-04-26,P002,S03,17,536.35
T001078,2024-04-26,P008,S01,19,4792.75
T001079,2024-04-26,P005,S01,19,4119.2
T001080,2024-04-26,P008,S03,20,5045.0
T001081,2024-04-26,P006,S03,21,438.27000000000004
T001082,2024-04-27,P002,S01,20,631.0
T001083,2024-04-27,P004,S01,25,4658.0
T001084,2024-04-27,P010,S01,19,1269.58
T001085,2024-04-27,P010,S02,21,1403.2199999999998
T001086,2024-04-27,P004,S02,25,4658.0
T001087,2024-04-27,P004,S01,22,4099.04
T001088,2024-04-27,P006,S01,20,417.40000000000003
T001089,2024-04-27,P007,S03,18,5245.56
T001090,2024-04-27,P009,S03,24,1812.48
T001091,2024-04-27,P001,S03,4,237.84
T001092,2024-04-28,P002,S03,19,599.45
T001093,2024-04-28,P009,S02,26,1963.52
T001094,2024-04-28,P006,S02,22,459.14000000000004
T001095,2024-04-28,P005,S01,27,5853.6
T001096,2024-04-28,P008,S02,23,5801.75
T001097,2024-04-28,P006,S01,23,480.01000000000005
T001098,2024-04-28,P006,S01,26,542.62
T001099,2024-04-28,P006,S01,24,500.88
T001100,2024-04-28,P009,S02,30,2265.6
T001101,2024-04-28,P010,S01,19,1269.58
T001102,2024-04-28,P009,S03,28,2114.56
T001103,2024-04-28,P004,S01,26,4844.32
T001104,2024-04-28,P002,S03,16,504.8
T001105,2024-04-28,P003,S03,20,5237.200000000001
T001106,2024-04-29,P001,S03,3,178.38
T001107,2024-04-29,P006,S02,20,417.40000000000003
T001108,2024-04-29,P008,S03,17,4288.25
T001109,2024-04-29,P007,S03,21,6119.820000000001
T001110,2024-04-29,P002,S01,19,599.45
T001111,2024-04-29,P001,S01,2,118.92
T001112,2024-04-29,P010,S03,12,801.8399999999999
T001113,2024-04-29,P003,S02,15,3927.9
T001114,2024-04-29,P007,S01,19,5536.9800000000005
T001115,2024-04-29,P004,S02,19,3540.08
T001116,2024-04-29,P010,S03,16,1069.12
T001117,2024-04-29,P006,S03,20,417.40000000000003
T001118,2024-04-29,P003,S02,17,4451.62
T001119,2024-04-29,P010,S03,16,1069.12
T001120,2024-04-30,P004,S01,20,3726.3999999999996
T001121,2024-04-30,P006,S02,20,417.40000000000003
T001122,2024-04-30,P006,S01,20,417.40000000000003
